url,warc_file,warc_record_offset,warc_record_length,warc_content_length,http_content_length,payload_length,http_orig_content_length,http_orig_content_encoding,http_orig_transfer_encoding,truncated_reason,http_content_type,identified_payload_type
https://downtownbozeman.org/listing/category/www.RightatHome.net/jlfarchitects.com,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,684957421,135493,1049775,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://ecals.cals.wisc.edu/wp-content/uploads/sites/4/2018/06/UCS_ScienceAdvocacyWorkshop.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,687635373,1034537,1049306,-1,1048576,-1,gzip,chunked,"",application/pdf,application/pdf
https://embird.net/file/embrd2017b1025_x86_setup.exe,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,690772171,985989,1048945,1048576,1048576,133716752,"","",length,application/octet-stream,application/x-msdownload; format=pe32
https://es.airbnb.com/rooms/19140829,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,694258696,218002,1055188,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://es.airbnb.com/rooms/8445115,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,694477553,216266,1055183,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://eurometalgroup.ru/catalog/lineynye_komponenty_i_avtomatika/otdeliteli_zhidkostey_i_maslootdeliteli/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,697455946,51802,381708,-1,380769,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
https://eurometalgroup.ru/contacts/stores/msk-gvozd/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,697508670,43128,316538,-1,315599,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
https://fr.tripadvisor.be/Attraction_Review-g186338-d187712-Reviews-Bevis_Marks_Synagogue-London_England.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,707727240,216158,1052864,1048576,1048576,230744,gzip,"","",text/html;charset=UTF-8,text/html
https://fr.tripadvisor.be/Attraction_Review-g194900-d523269-Reviews-Old_Bussana_Bussana_Vecchia-Sanremo_Italian_Riviera_Liguria.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,707944372,215948,1052917,1048576,1048576,232875,gzip,"","",text/html;charset=UTF-8,text/html
https://fr.tripadvisor.ca/Hotel_Review-g635976-d1081339-Reviews-Mancora_Bay_Hotel-Mancora_Piura_Region.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,708403233,200532,1051219,1048576,1048576,252986,gzip,"","",text/html;charset=UTF-8,text/html
https://fr.tripadvisor.ca/Hotels-g1152598-Bijie_Guizhou-Hotels.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,708604690,184891,1051101,1048576,1048576,242071,gzip,"","",text/html;charset=UTF-8,text/html
https://fr.tripadvisor.ch/Hotels-g2451492-zff24-Province_of_Cagliari_Sardinia-Hotels.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,708875432,180595,1051170,1048576,1048576,291511,gzip,"","",text/html;charset=UTF-8,text/html
https://gdk32.ru/wp-content/uploads/2018/09/BRNE2eIXBJw.jpg,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,712103553,1049604,1048929,1048576,1048576,1517776,"","",length,image/jpeg,image/jpeg
https://gr.pinterest.com/areticap/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,716800676,220319,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://gr.pinterest.com/joannafoto/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,717074295,222419,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://haqast.wiscweb.wisc.edu/wp-content/uploads/sites/91/2018/07/Mooney_GettingTheWordOut.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,719671929,1000579,1048938,-1,1048576,-1,gzip,chunked,"",application/pdf,application/pdf
https://hiland.ru/aver/064AUSB--BPD.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,722896529,22084,92581,-1,91416,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
https://holz.fordaq.com/fordaq/T%C3%A4tigkeit/a3662/Holzpellets.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,724760672,68098,1049435,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://hr.airbnb.com/rooms/5530056,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,726265629,220085,1055186,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://hu.pinterest.com/ankajudit/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,726910663,219516,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://hu.pinterest.com/matiandi/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,727183108,212721,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://index.co/company/fasho_clothing,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,731248156,187630,1050632,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://index.co/company/kebai-science-and-technology,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,731436668,187671,1050684,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://japanesestation.com/inilah-beberapa-gadget-sungguhan-dari-detective-conan/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,736673470,25161,139450,-1,138514,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
https://lejiu.jd.com/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,746963091,26081,155027,154639,154639,25295,gzip,"",disconnect,text/html; charset=utf-8,text/html
https://lmkvalasskeklobouky.cz/media/soubory/2017/10/06/propozice_Vosa_ZN2017.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,750893618,1008742,1048861,1048576,1048576,2678835,"","",length,application/pdf,application/pdf
https://m.twinkledeals.com/men-s-bags/leisure-zipper-and-canvas-design/p_354465.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,756164534,12569,1049360,1048576,1048576,32554,gzip,"","",text/html; charset=utf-8,text/html
https://marketplace.epik.com/alumna.net,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,758596211,60435,1049105,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://mse.gist.ac.kr/mse_2016/index.php?mid=Sub050604&document_srl=2794,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,766539540,9707,59059,-1,58556,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
https://nebula.wsimg.com/b13c8a8ab2bda833f23d5cb7106c75b0?AccessKeyId=E47B5E0DAEDFCCDEA969&disposition=0&alloworigin=1,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,770662782,1045661,1049453,-1,1048576,-1,gzip,chunked,"",application/pdf,application/pdf
https://negocio.pe/salud/medicina-estetica,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,771756566,5431,15715,-1,14976,-1,gzip,chunked,disconnect,text/html; charset=utf-8,text/html
https://nl.pinterest.com/jessemeinen/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,774663538,164426,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://no.pinterest.com/christinefloen/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,775906715,222549,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://no.pinterest.com/geam_pong/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,776130003,210925,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://no.tripadvisor.com/LastMinute-g190726-Stevenage_Hertfordshire_England-Hotels.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,776678979,202395,1051172,1048576,1048576,226949,gzip,"","",text/html;charset=UTF-8,text/html
https://oferta.abreu.pt/pt-PT/detalhe_pacote_de_ferias/?idAcordo=8795&id=28E2D12A-FE44-40AD-B527-B1615C42F4FA&idCanal=E983EF26-ACE2-4B25-A30B-791B6D5D971B,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,780225644,784407,1049114,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://pensionercard.tk/category/livlov-dots,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,787311838,168343,1049134,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://pl.pinterest.com/ewewaw/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,790706579,200294,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://pl.tripadvisor.com/Attraction_Review-g143047-d145171-Reviews-Ruby_Beach-Olympic_National_Park_Washington.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,791127315,217199,1052876,1048576,1048576,226164,gzip,"","",text/html;charset=UTF-8,text/html
https://pl.tripadvisor.com/Attraction_Review-g315845-d4759017-Reviews-Hofdi-Lake_Myvatn_Northeast_Region.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,791345458,218914,1052860,1048576,1048576,224819,gzip,"","",text/html;charset=UTF-8,text/html
https://pl.tripadvisor.com/Hotels-g255116-zff14-South_Island-Hotels.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,791565282,186203,1051131,1048576,1048576,299918,gzip,"","",text/html;charset=UTF-8,text/html
https://plitkaplus.ru/catalog/product/Azori%28Azori%29-Nastennaya-plitka-Vog/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,792925174,12645,50844,-1,50169,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
https://quotecatalog.com/communicator/stieg-larsson/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,800982896,98740,1049097,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://ro.pinterest.com/ablachim_elis/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,805806077,211982,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://ro.pinterest.com/burzonicu/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,806018796,222128,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://ro.pinterest.com/paalexandrap2004/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,806278368,200830,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://sankt-peterburg.naydidom.com/kupit-kvartiri-novostroyka-sankt-peterburg.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,810718753,80115,1049394,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://startwithyourheart.com/Meetings/_downloads/SAC_Meetings/0817/Telestroke.update.Aug.11.2017.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,826932895,1015003,1048951,1048576,1048576,1433230,"","","",application/pdf,application/pdf
https://tarsurfaces.co.za/areas/tar-surfacing-amandasig/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,835021573,97326,1049156,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://th.tripadvisor.com/Attraction_Review-g14160660-d5555341-Reviews-Parque_de_Aventura_Barrancas_del_Cobre-Areponapuchi_Urique_Copper_Canyon_Northe.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,837695927,207352,1052965,1048576,1048576,231936,gzip,"","",text/html;charset=UTF-8,text/html
https://th.tripadvisor.com/Attraction_Review-g37311-d1554548-Reviews-Funflatables-Merrillville_Indiana.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,837904332,216141,1052867,1048576,1048576,226650,gzip,"","",text/html;charset=UTF-8,text/html
https://th.tripadvisor.com/Hotels-g190465-zfc4-Finnmark_Northern_Norway-Hotels.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,838190769,217217,1051140,1048576,1048576,240288,gzip,"","",text/html;charset=UTF-8,text/html
https://th.tripadvisor.com/HotelsNear-g425032-d4386220-Ballan_Station-Ballan_Mire_Indre_et_Loire_Centre_Val_de_Loire.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,838408958,178356,1051245,1048576,1048576,293693,gzip,"","",text/html;charset=UTF-8,text/html
https://www.adrianyoungteam.com/homes/3001-e-chestnut-ave-vineland-nj-08361/28422468,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,867528589,61367,1049720,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.ahstatic.com/pdf/0663_rsr002_00_t_x_gb.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,869112361,920785,1049050,-1,1048576,-1,"",chunked,length,application/pdf,application/pdf
https://www.airbnb.co.id/rooms/20930313?location=Tetenb%C3%BCll%2C%20Jerman,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,870922626,212525,1055230,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.com/rooms/7662925,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,871700576,200804,1055493,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.cz/rooms/16860272?location=Surf%20City%2C%20North%20Carolina,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,871902244,226235,1055187,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.de/rooms/20321627,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,873136581,219369,1055466,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.es/rooms/25001024,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,873522403,217668,1055194,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.fr/rooms/10560475,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,873740931,218319,1055192,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.fr/rooms/12976317,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,873960128,214406,1055466,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.hu/rooms/23481153,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,874389534,221854,1055177,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.hu/rooms/23630841,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,874612303,239357,1055182,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.hu/rooms/25686323,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,874852560,222257,1055179,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.it/rooms/23540287,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,875612503,215453,1055187,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.no/rooms/25787291,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,877624758,216248,1055182,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.pl/rooms/17605886?location=Kalamalka%20Lake%2C%20Kanada&tier_override=0,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,878050697,225024,1055190,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.pl/things-to-do/top-places/portland/nature,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,878946471,182296,1054808,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.ru/rooms/17771048,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,879339043,213632,1055194,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.airbnb.ru/rooms/18971324,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,879553554,209746,1055191,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.allinclusiveoutlet.com/deals/PCBQPD-T/riu-playa-blanca,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,881337633,141203,1048887,1048576,1048576,3270110,"","",length,text/html; charset=utf-8,text/html
https://www.bbbs.net/ftp/bter_lia.tar.gz,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,894745192,1048580,1048920,1048576,1048576,1649258,"","",length,application/gzip,application/gzip
https://www.bigleo.com/Rebecca-Buenik/Product/45,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,900149513,99591,1048888,-1,1048576,-1,gzip,chunked,"",text/html,text/html
https://www.bluesoundstudios.com/portfolio/cubesonics/cube2/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,902859491,7541,28101,-1,27522,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,text/html
https://www.boots.com/issey-miyake-women,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,904432885,68781,1049587,1048576,1048576,112811,gzip,"","",text/html;charset=UTF-8,text/html
https://www.breeethretail.ru/production/ochistiteli-vozdukha/iqair-cleanzone-5300-multigas/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,905572762,29970,149487,-1,148667,-1,gzip,chunked,disconnect,text/html; charset=UTF-8,application/xhtml+xml
https://www.bukalapak.com/p/elektronik/elektronik-lainnya/e4nt9u-jual-paling-bagus-bon-gou-chocolate-butter-flavor-60ml-e-liquid-premium-liquid,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,907055149,24496,151030,-1,150218,-1,gzip,chunked,disconnect,text/html; charset=utf-8,text/html
https://www.carsondellosa.com/search-catalog/?fq=themes_string_mv-AND%7CHipster;topics_string_mv-AND%7CIncentives&sortby=-unitssold_int,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,911296784,237478,1049344,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.ceicdata.com/en/china/retail-sales-of-consumer-goods-prefecture-level-city-monthly/retail-sales-of-consumer-goods-ytd-henan-pingdingshan,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,912899166,77410,1049303,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.cnn.com/2013/01/30/worldsport/gallery/athletics-yego-javelin-kenya-olympics/index.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,918272060,103351,1050169,1048576,1048576,175052,gzip,"","",text/html; charset=utf-8,text/html
https://www.cnn.com/videos/spanish/2018/05/17/venezolanos-en-argentina-exodo-crisis-inmigracion-elecciones-pkg-osmary-hernandez.cnn,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,918376385,103274,1050169,1048576,1048576,197664,gzip,"","",text/html; charset=utf-8,text/html
https://www.cnn.com/videos/world/2014/10/31/pkg-walsh-afghan-mercenaries-paid-by-iran.cnn,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,918480586,103408,1050166,1048576,1048576,196852,gzip,"","",text/html; charset=utf-8,text/html
https://www.ffi.no/no/Rapporter/04-00659.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,951282407,655856,1049379,1048576,1048576,1074315,"","",length,application/pdf,application/pdf
https://www.g-ba.de/downloads/40-268-4162/2017-01-19_KHMe-RL_Stammzelltransplantation-Multiples-Myelom_ZD.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,961421618,1024014,1048954,1048576,1048576,10995834,"","",length,application/pdf,application/pdf
https://www.gsfcarparts.com/category/parts/service-parts/filters,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,970239993,48861,1049466,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://www.hermes.com/lu/fr/product/set-de-3-pieces-traveler-H102814Mv02/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,975460134,136306,1049301,1048576,1048576,155078,gzip,"","",text/html; charset=utf-8,text/html
https://www.heshphoto.com/portfolios/people/13,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,975670452,188003,1048894,-1,1048576,-1,gzip,chunked,"",text/html,text/html
https://www.heshphoto.com/projects/hot-lead/11,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,975859207,187990,1048894,-1,1048576,-1,gzip,chunked,"",text/html,text/html
https://www.hm-deluxe.de/pdf/cb112_hmdeluxe.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,977092152,790335,1048922,1048576,1048576,1335896,"","",length,application/pdf,application/pdf
https://www.holzschnitzerei-bachmann.com/en/shop/children-s-crib.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,978486162,34973,1049153,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
"https://www.ifn.se/storage/cms/86c58167d15d4a7786aabaa6c1277b40/16dee35096b3428da0104117966aaf0d/pdf/0522123371FBD77E4953815A361EC7566D240976/1980.Forskningsrapport%20nr%209.G.Eliasson.Electronics,%20Technical%20Change%20and%20Total%20Economic%20Peformance%20webb.pdf?MediaArchive_ForceDownload=true&PropertyName=File1&ValueIndex=0",CC-MAIN-20181015080248-20181015101748-00033.warc.gz,983519367,964714,1049051,1048576,1048576,1821202,"","","",application/pdf; charset=utf-8,application/pdf
https://www.ikea.com/us/en/assembly_instructions/rast-drawer-chest__AA-2020120-1_pub.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,985346701,318938,1049123,1048576,1048576,2726114,"","",length,application/pdf,application/pdf
https://www.ital-accessori.sk/katalog/split/B1.pdf,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,991302281,1008265,1048900,1048576,1048576,1286905,"","","",application/pdf,application/pdf
https://www.kiwi.com/pl/loty/ankara-turcja/drezno-niemcy/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1001313928,198810,1049740,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.kiwi.com/sk/letenky/ponta-delgada-portugalsko/madeira-portugalsko/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1001513662,247045,1049740,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.leds.de/leuchten/philips-hue.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1007309153,75568,1049062,1048576,1048576,91787,gzip,"","",text/html; charset=UTF-8,text/html
https://www.lovesac.com/product/item/sacs/sac-covers/moviesac-cover/2123182,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1013882056,61135,1049272,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.macys.com/shop/shoes/flip-flops/Color_normal/Black?id=79677,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1016101064,100467,1050358,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.moebel.de/wohnen/schraenke/lowboards,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1025953677,58688,1049324,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.mybanktracker.com/branch/Citizens-Bank/DE/Wilmington/19810/2098-Naamans-Road-308580,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1030823045,122166,1049424,1048576,1048576,187439,gzip,"","",text/html; charset=utf-8,text/html
https://www.mybanktracker.com/branch/Frost/TX/Dallas/75205/6321-Hillcrest-Avenue-309611,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1030946162,122157,1049424,1048576,1048576,187415,gzip,"","",text/html; charset=utf-8,text/html
https://www.myfxbook.com/en/members/ForexClub_RT/newtec/60897,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1031551150,58332,1049115,-1,1048576,-1,gzip,chunked,"",text/html;charset=utf-8,application/xhtml+xml
https://www.netsabe.com.br/anjos-maurio-p,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1034587695,459452,1048994,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.netsabe.com.br/araujo-eleni-m,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1035048018,459447,1048996,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.netsabe.com.br/carlstron-maria-m-f_1,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1035508275,459456,1048996,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.com/bolzonirovigo/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1053765197,190872,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.com/ezmodfurniture/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1053956780,220640,1050667,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.de/kedainiaiurlauber/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1054962463,211816,1050621,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.de/tattookantz/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1055504208,194475,1050621,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.fr/aureliebchl/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1055921907,225096,1050621,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.it/scorina949/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1056590081,210284,1050621,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.pinterest.it/sstefaniasuccit/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1056801070,192148,1050621,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.saraiva.com.br/call-of-the-devil-1341014.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1079937590,76290,1049289,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://www.saraiva.com.br/dreamland-manor-1578231.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1080014744,76182,1049290,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://www.saraiva.com.br/writing-literary-features-6383161.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1080176683,76463,1049290,-1,1048576,-1,gzip,chunked,"",text/html; charset=UTF-8,text/html
https://www.semanticscholar.org/author/Y.-Huang/1699408,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1083365132,177884,1049045,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.sierratradingpost.com/muk-luks~b~4403/,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1088222441,70264,1050099,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.spreadshirt.com/magnolia+heart+coffeetea+mug-D1008160958?sellable=105871105,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1097396421,140804,1051131,1048576,1048576,146206,gzip,"","",text/html;charset=utf-8,text/html
https://www.spreadshirt.nl/i+have+a+shoe+fetish+vrouwen+premium+t-shirt-D15738433,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1097722387,137136,1051126,1048576,1048576,155521,gzip,"","",text/html;charset=utf-8,text/html
https://www.tradekorea.com/product/detail/P708202/53895/pudding-plush-toy.html?minisiteprodgroupno=53895,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1118120165,15558,1049243,-1,1048576,-1,gzip,chunked,"",text/html; charset=utf-8,text/html
https://www.tripadvisor.ca/Attraction_Review-g60890-d286021-Reviews-Central_Square-Cambridge_Massachusetts.html,CC-MAIN-20181015080248-20181015101748-00033.warc.gz,1120087274,220936,1052857,1048576,1048576,229032,gzip,"","",text/html;charset=UTF-8,text/html
